aperiodic_cmps_1,aperiodic_cmps_2,peak_freqs_1,peak_freqs_2,peak_freqs_3,GOF,EOF,ROI_2,SubjName
-21.3574528418399,0.493852221559932,8.09761032576423,10.5203719882425,14.6065377764044,0.975394758358097,0.0489409925941027,67,sub-cdf001
-20.4094857516863,0.717137725560693,9.93838020038253,18.4437416469278,22.5501979218323,0.943250448320064,0.0607943390976091,68,sub-cdf001
-20.6464791808871,0.659344828461055,10.4271588813847,11.0587145099023,20.4125438791446,0.967148732016584,0.0692051657944183,69,sub-cdf001
-20.1684485106162,0.733508304832642,6.5294107343918,8.0954882665083,10.5012839150369,0.980212744679812,0.0331013401188675,70,sub-cdf001
-20.7592390988535,0.767273248430289,9.77687585057232,10.6911097044802,13.5929074936801,0.979949821975685,0.0470465237678537,71,sub-cdf001
-20.3799316643572,0.687238493037649,8.26332390161451,10.6295740896627,20.5,0.956417894102544,0.0650775994817516,72,sub-cdf001
-20.1912296012055,0.607694231040318,5.59587800050073,10.473413926463,13.5049026294165,0.975009746305447,0.0420998377684151,73,sub-cdf001
-20.0877253783358,0.815631870401319,9.48925426442224,10.8690897355735,19,0.966092802125535,0.0569035745103119,74,sub-cdf001
-20.1440689803427,0.781524345954114,10.3662088721866,20.7109532200798,23.8072873121788,0.963249892563927,0.0528626423538641,75,sub-cdf001
-21.0066844064098,0.562013612412895,9.17738629734271,10.8552228124007,15.9973639472299,0.951726901370999,0.0401956752733239,76,sub-cdf001
-20.5421948391088,0.661982747037854,10.4991698983948,14.3680564482539,19.9479012819216,0.979341210101417,0.0466664607614583,77,sub-cdf001
-20.013529327794,0.927220691837185,10.3277745467123,17.4251523075549,22.0011393878262,0.964895968952051,0.0600265563415396,78,sub-cdf001
-20.2375789576189,0.554534175583233,10.023676238021,11.0904041358662,17.9390693934074,0.968782868679508,0.0491665110314304,79,sub-cdf001
-20.2788444614273,0.757927382569615,9.735054604843,10.8634093041534,17.9520349396742,0.966250311167965,0.0647172738336951,80,sub-cdf001
-20.5452787093552,0.5931273058492,7.19208942543122,9.30906675751022,10.8446552589311,0.980284693900453,0.0541203830135151,81,sub-cdf001
-20.3030629129233,0.766651631811655,5.86065525935342,9.53122967374184,11.0271982702914,0.969953534307312,0.0404231622434933,82,sub-cdf001
-20.0822525353469,0.697657506781551,10.8246921191007,21.4000011914869,NaN,0.923564655968391,0.0875158782676231,83,sub-cdf001
-20.5248800514415,0.665579121748654,6.51826053972292,9.57234118928709,10.9620117929742,0.970292714789293,0.0381551633594736,84,sub-cdf001
-20.3345241273297,0.700357153864955,10.5168548637523,17.5225725018587,21.8529102856655,0.969805309235217,0.061648160752077,85,sub-cdf001
-20.0903643285013,0.989727614531577,10.1160110533942,10.7418051562393,13.4609620342392,0.98302094625556,0.0411567385189341,86,sub-cdf001
-20.5263605961626,0.662179761862262,10.0335613108494,11.049714538631,12.8328959135814,0.976041286432636,0.0662729128193235,87,sub-cdf001
-21.1564221812863,0.476774287150793,9.84182713616971,13.0384839004093,22.8779611993853,0.932366852504014,0.041053402632405,88,sub-cdf001
-20.2053595608327,0.717439876858837,8.32118660960157,10.5299885221512,NaN,0.959797656255073,0.0630392887180835,89,sub-cdf001
-20.0144439567801,0.896173586953923,9.85346951021054,10.7624512028242,13.1607465685909,0.97948437777684,0.0458009088377195,90,sub-cdf001
-20.4571920695274,0.609000489295242,8.50366923123265,10.7109616639714,13.0044782678262,0.982978349750714,0.0367987585462356,91,sub-cdf001
-20.9998687687093,0.54328549035949,8.51845140309745,10.6438957977527,18.345806569214,0.976490234388079,0.0406898963993696,92,sub-cdf001
-20.4656959635303,0.719882211361308,10.249778932186,15.5667511164615,20.9250009563237,0.974972234496998,0.0643213424911311,93,sub-cdf001
-20.7456450479305,0.67135290221168,10.4442891538747,19.4154812096383,NaN,0.957089545782158,0.0824567454363631,94,sub-cdf001
-20.844370294742,0.574377257404965,7.42548805231628,8.78509138416454,10.5062847873087,0.976424557763178,0.0470762233973902,95,sub-cdf001
-21.621134645205,0.458649011061892,7.7220027448142,10.5063046055107,18.9520361898994,0.953120664418064,0.0557511467537496,96,sub-cdf001
-20.6152158376366,0.631527817318723,7.66038836719516,10.4620090299105,19.7837458400641,0.959529771776423,0.0756545678755849,97,sub-cdf001
-20.5543577224059,0.668029100788228,10.5042692657646,21.0228120964926,22.4017078052827,0.957435611987708,0.0506184378367868,98,sub-cdf001
-20.5842099368857,0.632847960547766,10.4708336003972,13.1964386709343,21.3312606670338,0.973468503265591,0.0583811847461463,99,sub-cdf001
-20.2930748455206,0.666629252738377,6.43013555739684,8.52668163609854,10.6524892029729,0.978212979787702,0.0330541932310095,100,sub-cdf001
-20.4465304191651,0.987847180238703,8.29244219389804,10.5506114366549,13.3643449366647,0.986566645721328,0.0389455350019079,101,sub-cdf001
-20.1780781504617,0.561595304095763,9.18504218890751,11.0063454681182,21.4275570679996,0.932087059923723,0.107375917547722,102,sub-cdf001
-19.8855417406841,0.664492110270602,9.26334115969921,10.8359465212866,13.1358265267762,0.97330318422267,0.0504337711245963,103,sub-cdf001
-20.1981944250721,0.513724123963131,10.3536980533365,11.090906657095,21.5455095006133,0.947817595083772,0.0895499248649181,104,sub-cdf001
-20.4493113392044,0.598916021490347,10.4006144531121,13.6010517267424,16.8115064216267,0.969118873723766,0.0753640971732912,105,sub-cdf001
-20.4728641715387,0.727313826088957,7.217349036198,9.8037158653617,11.2439384590841,0.975793965911923,0.0369707573083946,106,sub-cdf001
-20.3784402875556,0.626422309817083,8.7715644934702,10.9379527874007,16.1579382017077,0.969971700503575,0.0438609831218518,107,sub-cdf001
-20.167710645095,0.713641096413573,10.7571251655138,18.275196321482,21.9840004740001,0.923641236786633,0.0754360790126678,108,sub-cdf001
-20.4188567975791,0.37935311312382,5.80917961118235,10.4275109699059,11.1008846579995,0.968519057682301,0.0640870558894673,109,sub-cdf001
-20.3602642776119,0.606693331587162,10.4246268670489,16.0471153226821,21.0440934894938,0.969686075478999,0.0685996671228729,110,sub-cdf001
-20.8748356933262,0.479440988337252,10.2343746522091,16.3879976597712,19.85957575973,0.974993984900833,0.0660699478097125,111,sub-cdf001
-20.3501638511057,0.767357952077235,8.46377483210054,10.514832693577,15.9520345991359,0.971130274041621,0.0411745000700153,112,sub-cdf001
-20.1950132445184,0.686115694600682,10.0702606778564,11.0778494611155,12.7251960948453,0.974049694565968,0.057952519994896,113,sub-cdf001
-20.6470213536041,0.508903552664731,8.25740503480831,10.6464318618572,18.3074674781479,0.957427676076979,0.0496093859651884,114,sub-cdf001
-19.1692650723543,1.11980330732941,7.66260555956966,12.3009973967562,14.4158300025751,0.969991008547719,0.0662806448335686,1,sub-cdf002
-19.7786195926789,0.350178234310823,8.29470228962914,15.1240390428123,19.423061190445,0.86333239014587,0.0616235503197423,2,sub-cdf002
-19.8563188476796,0.196226911354758,8.5,19.2886610688318,NaN,0.614163844398617,0.0752907392907374,3,sub-cdf002
-20.355367330248,0.53843492473923,11.3716221288503,16.2632878002016,NaN,0.936010064521254,0.0806553592727204,4,sub-cdf002
-19.1496005589089,1.02890723692464,7.93321342264892,11.6825252378281,15.5365809332908,0.98045394723776,0.0385937487280894,5,sub-cdf002
-19.8329872880194,0.720688223376424,8.17450547209799,11.8936340865141,14.8026479258966,0.941504293705793,0.0695560333670111,6,sub-cdf002
-19.8646287876673,0.877241405476426,7.69071164577434,13.6429057770089,NaN,0.94991787214926,0.0913957956122244,7,sub-cdf002
-19.8920091284693,1.03365181877303,7.67344393833115,10.4520345991359,15.3043657339799,0.978315812223532,0.0428470729357554,8,sub-cdf002
-20.0110699147019,0.549220958846965,7.89768854081411,12.2058994538612,20.0957771957817,0.918540619538527,0.0597911048533804,9,sub-cdf002
-21.1124191654497,0.672658270415639,12.2173816190148,NaN,NaN,0.914965227128198,0.097241317761577,10,sub-cdf002
-20.1921000338761,0.675776228772289,7.68476424567482,11.9244280730979,15.6187682497614,0.953228253933709,0.0449881171087882,11,sub-cdf002
-20.1273356682391,0.722326642213298,8.20810410136398,12.3365993841515,16.4790691896904,0.948696409430094,0.0704072430201948,12,sub-cdf002
-19.6904541452735,0.859354088685077,8.00800522770248,12.217051993794,16.5370245566498,0.934164077623447,0.0514107729612003,13,sub-cdf002
-19.6665806468914,1.0818607496148,7.8730850249208,10.8962647326908,13.7196645110975,0.977223249875395,0.0590890941316019,14,sub-cdf002
-19.8873042721037,0.749661185215114,8.16779306138887,12.789448675219,14.5249667897633,0.946521900055141,0.0530922847177436,15,sub-cdf002
-19.5419243043564,0.332730821181893,7.48817031399349,15.45031257712,22.6333060655586,0.897425740310377,0.0647361319602675,16,sub-cdf002
-20.0282943223952,0.345527778891642,7.74446513394116,18.0071362803476,NaN,0.850814548639729,0.0591457462351321,17,sub-cdf002
-19.8528659070182,0.654790016308139,12.2128039870664,17.7692972912456,21.7247203845505,0.924228236450604,0.0436845286248551,18,sub-cdf002
-20.0615979149117,0.412851010263785,7.59586662453998,18.2590100027153,NaN,0.82012048065985,0.0666340570385404,19,sub-cdf002
-20.208362120221,0.64196706666297,7.80570856752441,12.2942303937707,17.6056794833057,0.93243099911646,0.0770749856950782,20,sub-cdf002
-19.3206205506303,0.483373210205781,9.08902517026317,15.5025401866015,23.06337648154,0.916840818889721,0.0678238026224647,21,sub-cdf002
-19.8142475373471,0.286786451990389,7.43910363192943,16.2060972725976,22.9561152498671,0.874652340084053,0.0559060591256335,22,sub-cdf002
-19.6663041915662,0.394291670288058,5.18762798928883,8.67565790205115,15.4893162141238,0.896984151863087,0.0525369995686728,23,sub-cdf002
-19.6372705712768,0.621321703122189,8.58944488100613,12.3952614432809,20.0741060822458,0.939879219194669,0.068731415648483,24,sub-cdf002
-19.9161363115276,0.623793498916319,7.60433605051028,10.6146800352364,17.512980087681,0.921939281458071,0.0479219248237026,25,sub-cdf002
-19.8204495876295,0.277173703661972,5.50000000000053,7.63671661284368,13.4135891685347,0.885223165348212,0.0399568819221502,26,sub-cdf002
-20.2133223170749,0.555417672791141,7.54262387548197,10.9727960610027,13.2068004782258,0.940861292325264,0.0437794229607093,27,sub-cdf002
-19.6363663132321,0.638365408124502,10.6496568132377,18.0553352912604,NaN,0.932663019309098,0.0812793514463029,28,sub-cdf002
-18.9936004384982,1.10224818781799,7.55696281719062,12.3210293246497,19.7511958116902,0.963159775931212,0.0737806605897655,29,sub-cdf002
-18.9735308279876,0.934763182719471,7.43917331126697,11.9999038751768,19.4850579616812,0.959320197581461,0.0669816409705219,30,sub-cdf002
-19.9317959128801,0.566768900578451,6.3324371537062,8.40308050796329,14.0251621164072,0.881700776418081,0.0522586365664085,31,sub-cdf002
-19.3262333806304,1.0521100549402,2.42023323429653,8.11346873500809,10.5775579344409,0.982859017635905,0.0387039664800837,32,sub-cdf002
-19.3384591978004,0.882044136821099,7.67676136888025,12.6401584013347,20.3669675882097,0.948559353782167,0.0704240427499742,33,sub-cdf002
-19.5584174215316,0.663689686049899,7.83194527638931,11.5407232891924,15.2045987336729,0.962148032123506,0.039064220751303,34,sub-cdf002
-20.2823938789125,0.682476680537839,7.87087393477784,12.9184081929283,15.671710116879,0.958969130949143,0.0388235074138173,35,sub-cdf002
-19.7432442267523,0.760104358854391,12.5042103119996,NaN,NaN,0.909983450204793,0.109489789325367,36,sub-cdf002
-19.8440265560328,0.902152675243683,8.07866183995812,12.2160481646419,16.028613586871,0.981174394385975,0.0456534733011807,37,sub-cdf002
-20.2661630578056,0.840509280133293,12.1049753457402,20.4475170805186,22.7293692368963,0.955962316147977,0.0650412950588334,38,sub-cdf002
-19.6156849558614,1.01069456755243,9.67878500198824,13.1378004648076,16.5424526680033,0.961647306429897,0.0465323893751624,39,sub-cdf002
-19.906490898447,0.578767579862259,12.9191587863482,NaN,NaN,0.816389486024048,0.11264368419704,40,sub-cdf002
-20.0468249514045,0.891621543522042,7.60691727731185,10.8623967874872,16.0438686893508,0.964279193897913,0.0518813517127,41,sub-cdf002
-19.2323937334321,0.503093377387436,8.04539270472768,12.0743493577589,15.4278393118089,0.936282480116796,0.0591408422019583,42,sub-cdf002
-19.588347180309,0.568758696140331,7.76039337086351,11.5000025367514,15.0942178316454,0.928457642161776,0.061536865598648,43,sub-cdf002
-19.4295274051995,0.352210239353736,7.86656748576758,14.6520394060932,19.1950823064861,0.932137734839159,0.0540412941236871,44,sub-cdf002
-19.4417391019117,0.313188280801919,8.14296248143441,14.2776223484007,19.2557503294404,0.835422471153362,0.0683420341030398,45,sub-cdf002
-20.0363920644351,0.637410267556333,7.88567456863732,10.3458148490023,16.769103635956,0.939137981202682,0.053567618245343,46,sub-cdf002
-20.0050777338505,0.659581434714442,7.7269781210194,11.755280381514,16.2214664133259,0.962281266699291,0.0554070420515304,47,sub-cdf002
-20.2948384084339,0.236414115485929,7.67471349698698,11.8276338451428,13.7616549331678,0.864995260167665,0.0425437099082097,48,sub-cdf002
-20.2946684019764,0.595057841561189,7.71692847169385,13.977537478837,17.678424929476,0.894140699622301,0.0548410243201955,49,sub-cdf002
-20.3170946116947,0.337910126759332,7.72321993805167,16.2504763465111,21.8955169511324,0.855636839298051,0.0571427505802296,50,sub-cdf002
-19.5982088580016,0.252444852695762,7.64051757511377,16.927186499354,24.296786065409,0.801237623874667,0.0707092631064211,51,sub-cdf002
-19.8608844448825,0.166953495020429,7.86201928319204,15.1650120617397,22.5608333702919,0.781109827408009,0.0640161377826453,52,sub-cdf002
-19.7520114117485,0.696772023177636,12.7633163003204,NaN,NaN,0.884840537329101,0.118762827846909,53,sub-cdf002
-20.2071035144605,0.679105861176782,13.1424970664485,NaN,NaN,0.918708276606956,0.103130088261476,54,sub-cdf002
-20.0136890124375,0.659555715315858,8.97716575614918,17.4460950834262,NaN,0.916277494981576,0.0744929657127053,55,sub-cdf002
-19.9167005349697,0.526387602519724,7.52110922447138,11.1088913646532,18.6357667060913,0.89759170088105,0.0741685337390691,56,sub-cdf002
-19.7743141289943,0.710694088863737,8.2085936893131,10.9856045065743,12.3526061993503,0.961457793060175,0.0396257316998469,57,sub-cdf002
-20.1910990658118,0.58984841448397,11.7767982827362,NaN,NaN,0.907899126793128,0.0826365418856624,58,sub-cdf002
-19.8288421715687,0.479793237160452,8.49490403459519,14.7634063561058,22.3255843250478,0.893402138198757,0.0606395811535739,59,sub-cdf002
-19.9034129048978,0.390659734003185,7.31035430980019,14.4604968727153,20.1431843486157,0.890901401929903,0.0623219998725828,60,sub-cdf002
-20.6334027477834,0.518298679592607,8.43020473835367,11.8766536057174,15.5503728205963,0.958178057933763,0.059890633776132,61,sub-cdf002
-19.6051439327925,0.8469640583681,7.67861691154191,12.3446788641221,16.6796240892648,0.954972325853636,0.0540390382975056,62,sub-cdf002
-20.2863381667261,0.559072808607876,13.1179645215012,NaN,NaN,0.883171467614165,0.0780266221937989,63,sub-cdf002
-20.3154544117295,0.725004540622136,11.9425156387589,22.0000000249418,NaN,0.950747769754539,0.0668729394332806,64,sub-cdf002
-20.0318404388958,0.917921650253937,7.77646142602565,13.5690983868122,20.2062076215932,0.974320539049103,0.0452703412667625,65,sub-cdf002
-19.9796669832576,0.357884376170276,7.51220707374874,14.0594915856346,19.787616131989,0.900610896109486,0.0518135126072329,66,sub-cdf002
-21.4957080794917,0.456039387776593,12.9254891284152,20.4169303404262,NaN,0.93365329570862,0.0711594535215977,67,sub-cdf002
-20.0016382802603,0.738969751867906,7.5987452759462,10.656000438559,13.6476653281172,0.937814799188165,0.0535436309710611,68,sub-cdf002
-20.2925778722913,0.519615463378242,13.3271307695866,NaN,NaN,0.880338834832122,0.0902698909979356,69,sub-cdf002
-19.6920015270825,0.863764079889349,8.14338503211598,13.8876486885678,18.0157739033702,0.961574726891334,0.0406807928976357,70,sub-cdf002
-20.5682541225094,0.590054744790408,11.7775810239707,NaN,NaN,0.898763634339494,0.0844441361041968,71,sub-cdf002
-19.9636770887956,0.79376428938012,7.71115417622035,12.130278430325,18.7952782019425,0.934534043193333,0.0571087057290491,72,sub-cdf002
-19.6842091017787,0.292648642537323,7.95625230925541,16.7698390832334,NaN,0.807720766901816,0.0903373726968588,73,sub-cdf002
-20.3567253443799,0.351675476915677,7.68721597154274,10.5020632582776,14.2193690396476,0.901726858376923,0.045556194235471,74,sub-cdf002
-19.9256367180837,0.801630838645827,1.92754246307283,9.32731393845896,13.9965717530755,0.97044840936399,0.0410063179951545,75,sub-cdf002
-19.9448106277138,0.603722913220097,7.6140078570751,10.4917735705422,13.475717566417,0.917116820633084,0.048823461418937,76,sub-cdf002
-20.5558201277829,0.559444135649871,7.92466799495609,12.1482383475364,16.6087979723848,0.952867211645635,0.0621882414015479,77,sub-cdf002
-19.8942122521681,0.709053767292227,11.6442701939081,NaN,NaN,0.878371785521914,0.0983469697351033,78,sub-cdf002
-19.708200571978,0.474243528104538,7.77543182049092,16.8569467022281,23.7178307281694,0.899829785240905,0.060439317145314,79,sub-cdf002
-20.064360507659,0.615318589039413,7.58668755322326,13.2166448379869,21.2866676307022,0.933754967277903,0.0494870835254307,80,sub-cdf002
-20.1922496350972,0.479703086473703,12.9504712356445,NaN,NaN,0.873835308415027,0.0976278985132815,81,sub-cdf002
-19.9985076957599,0.624792751072266,9.22615386198204,20.0528938576377,NaN,0.853831909884473,0.0705935158282015,82,sub-cdf002
-20.2760982548084,0.288894674718539,7.68363500354154,8.27613732654268,11.5404982140733,0.772802298703593,0.0589719955005498,83,sub-cdf002
-20.2528666125074,0.422670254756188,6.9027848562951,8.33395593399688,10.6516656018679,0.82612209502746,0.0615343220417745,84,sub-cdf002
-20.1163808953297,0.341275423950234,10.4975628423489,18.365669997495,NaN,0.87990840962309,0.0766850572872477,85,sub-cdf002
-19.89472160254,0.886931671299238,7.51682662465163,11.4821832172967,17.8219481003219,0.947006494510868,0.0742438111288694,86,sub-cdf002
-20.2223272462556,0.731136252052817,8.3944907476207,14.2106407686464,21.7066602148006,0.965630412279781,0.0539495886941522,87,sub-cdf002
-20.1453709699145,0.65008458723447,6.18811093213765,8.1616779592056,14.5876199750096,0.959263737012697,0.0325778481311537,88,sub-cdf002
-19.5198660762282,0.939027923361896,8.04320917345297,13.1951338584784,16.1574649133485,0.964166866420344,0.046139010173797,89,sub-cdf002
-19.6008830370955,0.773652075858441,7.66395457699916,13.0727954449909,NaN,0.917972391982354,0.0866580123361153,90,sub-cdf002
-19.9447723569133,0.66281804581817,8.05465153903736,11.9114980572991,15.058588273855,0.950689787140853,0.0444074365639312,91,sub-cdf002
-20.4822621174012,0.505289149989557,8.89146152203479,12.522913921332,15.4587464286803,0.919334403219518,0.0447720002379102,92,sub-cdf002
-20.4034347403033,0.601354746191689,13.113294702787,NaN,NaN,0.925525131897121,0.0783163033122849,93,sub-cdf002
